form_index,form_group_id,section_number,part_index,part_count,form_title,website_label,description,source_rows,question_count,total_points,question_number_in_form,source_file,source_sheet,source_row,section,rule,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,points,feedback
15,ch2-s11-p01,11,1,1,PSR Chapter 2 Section 11,Chapter 2 Section 11,Public Service Rules Chapter 2 practice quiz. Section 11.,2-30,29,29,22,Chapter2_Section11.xlsx,Chapter2_Section11,23,Chapter 2 Section 11,21104,Which statement correctly matches the approved forms under Rule 021104?,"GL. 07 and above use Form Gen. 58, while GL. 06 and below use Form Gen. 58A","GL. 07 and above use Form L.10, while GL. 06 and below use Form FC. 2",All Officers use only Form Gen. 60,Only retired Permanent Secretaries use Certificate of Service forms,A,"GL. 07 and above use Form Gen. 58, while GL. 06 and below use Form Gen. 58A",1,"Correct. Under PSR Rule 021104, Certificate of Service is rendered in triplicate on Form Gen. 58 for Officers on GL. 07 and above, and Form Gen. 58A for Officers on GL. 06 and below."
15,ch2-s11-p01,11,1,1,PSR Chapter 2 Section 11,Chapter 2 Section 11,Public Service Rules Chapter 2 practice quiz. Section 11.,2-30,29,29,23,Chapter2_Section11.xlsx,Chapter2_Section11,24,Chapter 2 Section 11,21105,"Under Rule 021105, when should action to complete the issue of Certificate of Service be taken?",In time for the Certificate to be handed to the recipient before he proceeds on leave prior to leaving the Service,Only after the Officer has left the Service for five years,Only after pension is fully paid,Only during the next promotion exercise,A,In time for the Certificate to be handed to the recipient before he proceeds on leave prior to leaving the Service,1,"Correct. Under PSR Rule 021105, action to complete the issue of Certificate of Service should be taken in time for the Certificate to be handed to the recipient before he proceeds on leave prior to leaving the Service."
15,ch2-s11-p01,11,1,1,PSR Chapter 2 Section 11,Chapter 2 Section 11,Public Service Rules Chapter 2 practice quiz. Section 11.,2-30,29,29,24,Chapter2_Section11.xlsx,Chapter2_Section11,25,Chapter 2 Section 11,21105,What should not form part of the Certificate of Service under Rule 021105?,Adverse comment,The Officer’s name,The approved form,The service reference,A,Adverse comment,1,"Correct. Under PSR Rule 021105, adverse comment should not form part of the Certificate of Service."
15,ch2-s11-p01,11,1,1,PSR Chapter 2 Section 11,Chapter 2 Section 11,Public Service Rules Chapter 2 practice quiz. Section 11.,2-30,29,29,25,Chapter2_Section11.xlsx,Chapter2_Section11,26,Chapter 2 Section 11,21105,"If there is an issue other than the Certificate of Service, how should it be handled under Rule 021105?",It should be inserted as adverse comment in the Certificate,It should be treated differently from the Certificate of Service,It should be ignored forever,It should be published on the Certificate,B,It should be treated differently from the Certificate of Service,1,"Correct. Under PSR Rule 021105, any other issue other than the Certificate of Service ought to be treated differently."
15,ch2-s11-p01,11,1,1,PSR Chapter 2 Section 11,Chapter 2 Section 11,Public Service Rules Chapter 2 practice quiz. Section 11.,2-30,29,29,26,Chapter2_Section11.xlsx,Chapter2_Section11,27,Chapter 2 Section 11,21105,"Before an Officer leaves the Service, what must have happened if there is another issue requiring punishment under Rule 021105?",The Officer must have been punished following due process,The Officer must automatically be denied Certificate of Service,The Officer’s Certificate must contain adverse comment,The Officer’s retiree identity card must be withheld permanently,A,The Officer must have been punished following due process,1,"Correct. Under PSR Rule 021105, any other issue must be treated separately, and the Officer must have been punished before leaving the Service, following due process."
15,ch2-s11-p01,11,1,1,PSR Chapter 2 Section 11,Chapter 2 Section 11,Public Service Rules Chapter 2 practice quiz. Section 11.,2-30,29,29,27,Chapter2_Section11.xlsx,Chapter2_Section11,28,Chapter 2 Section 11,21105,Which statement correctly reflects the timing rule in Rule 021105?,The Certificate of Service should be completed before the recipient proceeds on leave prior to leaving the Service,The Certificate of Service should only be issued ten years after retirement,The Certificate of Service should be completed only after court action,The Certificate of Service should be issued only after the Officer requests it,A,The Certificate of Service should be completed before the recipient proceeds on leave prior to leaving the Service,1,"Correct. Under PSR Rule 021105, action should be taken in time for the Certificate to be handed to the recipient before he proceeds on leave prior to leaving the Service."
15,ch2-s11-p01,11,1,1,PSR Chapter 2 Section 11,Chapter 2 Section 11,Public Service Rules Chapter 2 practice quiz. Section 11.,2-30,29,29,28,Chapter2_Section11.xlsx,Chapter2_Section11,29,Chapter 2 Section 11,21105,Which statement correctly reflects the treatment of adverse comments under Rule 021105?,Adverse comments may freely be inserted in the Certificate of Service,Adverse comments should not form part of Certificate of Service,Adverse comments must replace the approved form,Adverse comments are required for all retirees,B,Adverse comments should not form part of Certificate of Service,1,"Correct. Under PSR Rule 021105, adverse comment should not form part of the Certificate of Service."
15,ch2-s11-p01,11,1,1,PSR Chapter 2 Section 11,Chapter 2 Section 11,Public Service Rules Chapter 2 practice quiz. Section 11.,2-30,29,29,29,Chapter2_Section11.xlsx,Chapter2_Section11,30,Chapter 2 Section 11,021101-021105,"Which statement best summarises Chapter 2, Section 11 of the PSR?","It regulates Certificate of Service, including who receives it, retiree identity card replacement, countersignature authority, objective, approved forms, timing, and exclusion of adverse comments",It deals only with pension contribution,It deals only with acting appointment,It deals only with promotion examination,A,"It regulates Certificate of Service, including who receives it, retiree identity card replacement, countersignature authority, objective, approved forms, timing, and exclusion of adverse comments",1,"Correct. PSR Chapter 2, Section 11, Rules 021101 to 021105 cover Certificate of Service, including application to all Officers leaving Service, retrieval and replacement of Official Identity Card, countersignature authority, objective, approved forms, timing of issuance, and exclusion of adverse comments."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,1,Chapter2_Section12.xlsx,Chapter2_Section12,2,Chapter 2 Section 12,21201,"Under Rule 021201, the term of engagement of a person on non-pensionable appointment is expressed as what?",A permanent term until retirement,“X” years commencing from the date of assumption of duty,A probationary period of two years only,A term ending on the date of interview,B,“X” years commencing from the date of assumption of duty,1,"Correct. Under PSR Chapter 2, Section 12, Rule 021201, the term of engagement of the person engaged is “X” years commencing from the date of assumption of duty."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,2,Chapter2_Section12.xlsx,Chapter2_Section12,3,Chapter 2 Section 12,21201,From what date does the term of engagement commence under Rule 021201?,The date of first promotion,The date of medical examination,The date of publication in a newspaper,The date of assumption of duty,D,The date of assumption of duty,1,"Correct. Under PSR Rule 021201, the term of engagement commences from the date of assumption of duty."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,3,Chapter2_Section12.xlsx,Chapter2_Section12,4,Chapter 2 Section 12,21201,Rule 021201 deals mainly with which issue?,Term of engagement,Dismissal for misconduct,Severance allowance,Travelling allowance,A,Term of engagement,1,Correct. PSR Rule 021201 deals with the term of engagement for non-pensionable appointment.
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,4,Chapter2_Section12.xlsx,Chapter2_Section12,5,Chapter 2 Section 12,21202,"Under Rule 021202, when is the term of engagement deemed completed?",On the date of appointment letter,When any leave granted in respect of the tour of service expires,On the date of first salary payment,Immediately after three months of service,B,When any leave granted in respect of the tour of service expires,1,"Correct. Under PSR Rule 021202, the term of engagement is deemed completed on the date any leave granted in respect of that tour of service expires."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,5,Chapter2_Section12.xlsx,Chapter2_Section12,6,Chapter 2 Section 12,21202,Which leave is relevant to completion of term under Rule 021202?,Leave granted in respect of the tour of service,Casual leave taken before appointment,Leave taken by another Officer,Leave refused by Government,A,Leave granted in respect of the tour of service,1,"Correct. Under PSR Rule 021202, completion of the term is tied to the expiry of leave granted in respect of the tour of service."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,6,Chapter2_Section12.xlsx,Chapter2_Section12,7,Chapter 2 Section 12,21202,Which statement correctly reflects Rule 021202?,The term ends only when the Officer resigns,The term is completed when leave granted for the tour of service expires,The term ends only after retirement at age 60,The term ends when the Staff Union approves it,B,The term is completed when leave granted for the tour of service expires,1,"Correct. Under PSR Rule 021202, the term of engagement is deemed completed when any leave granted in respect of the tour of service expires."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,7,Chapter2_Section12.xlsx,Chapter2_Section12,8,Chapter 2 Section 12,21203,"Under Rule 021203, the duties of the person engaged include what?",Only duties personally chosen by the person engaged,Only political activities,The usual duties of the office and any other duties Government may call upon him to perform,Only duties outside Government service,C,The usual duties of the office and any other duties Government may call upon him to perform,1,"Correct. Under PSR Rule 021203, the duties include the usual duties of the office to which the person is appointed and any other duties Government may call upon him to perform."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,8,Chapter2_Section12.xlsx,Chapter2_Section12,9,Chapter 2 Section 12,21203,Who may call upon the person engaged to perform other duties under Rule 021203?,The Staff Union,The Government,The person’s family,A private employer,B,The Government,1,"Correct. Under PSR Rule 021203, Government may call upon the person engaged to perform other duties."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,9,Chapter2_Section12.xlsx,Chapter2_Section12,10,Chapter 2 Section 12,21203,Rule 021203 is mainly concerned with what?,Duties of the person engaged,Severance allowance,Medical fitness certificate,Termination notice,A,Duties of the person engaged,1,Correct. PSR Rule 021203 provides for the duties of the person engaged under a non-pensionable appointment.
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,10,Chapter2_Section12.xlsx,Chapter2_Section12,11,Chapter 2 Section 12,21204,"Under Rule 021204, may the person engaged be directly or indirectly engaged in another service or business?","Yes, without restriction","Yes, if the business is profitable","No, he shall not be engaged in or concerned with any other service or business","Yes, if he informs a colleague",C,"No, he shall not be engaged in or concerned with any other service or business",1,"Correct. Under PSR Rule 021204, the person engaged shall not, directly or indirectly, be engaged in or concerned with any other service or business whatsoever."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,11,Chapter2_Section12.xlsx,Chapter2_Section12,12,Chapter 2 Section 12,21204,What does Rule 021204 say about receiving commission or profits?,The person engaged may receive commission freely,The person engaged may receive profits from any business,The person engaged may receive commission only from suppliers,The person engaged shall not receive commission or profits of any kind,D,The person engaged shall not receive commission or profits of any kind,1,"Correct. Under PSR Rule 021204, the person engaged shall not receive commission or profits of any kind."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,12,Chapter2_Section12.xlsx,Chapter2_Section12,13,Chapter 2 Section 12,21204,"Under Rule 021204, to what must the person engaged devote his whole time and attention?",Private business,The Service of the Government,Staff Union elections,Personal commercial ventures,B,The Service of the Government,1,"Correct. Under PSR Rule 021204, the person engaged must devote the whole of his time and attention to the Service of the Government."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,13,Chapter2_Section12.xlsx,Chapter2_Section12,14,Chapter 2 Section 12,21204,Which rules must the person engaged conform to under Rule 021204?,Public Service Rules of the Government,Private company rules only,Family rules only,Staff club rules,A,Public Service Rules of the Government,1,"Correct. Under PSR Rule 021204, the person engaged shall conform to the Public Service Rules of the Government."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,14,Chapter2_Section12.xlsx,Chapter2_Section12,15,Chapter 2 Section 12,21204,Which statement best summarises Rule 021204?,The person engaged may run any business while in Government service,"The person engaged must avoid other service or business, must not receive commissions or profits, must devote full attention to Government service and must conform to the PSR",The person engaged is exempt from the PSR,The person engaged may divide official time with private employment,B,"The person engaged must avoid other service or business, must not receive commissions or profits, must devote full attention to Government service and must conform to the PSR",1,"Correct. PSR Rule 021204 requires the person engaged to avoid other service or business, avoid commissions or profits, devote full time to Government service and conform to the Public Service Rules."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,15,Chapter2_Section12.xlsx,Chapter2_Section12,16,Chapter 2 Section 12,21205,"Under Rule 021205, the term “emolument” includes what where payable under the agreement?",Contract addition,Severance allowance only,Medical certificate fee,Transport refund,A,Contract addition,1,"Correct. Under PSR Rule 021205, “emolument” includes contract addition where this is payable under the agreement, except in Rule 021206."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,16,Chapter2_Section12.xlsx,Chapter2_Section12,17,Chapter 2 Section 12,21205,Rule 021205 states that the definition of “emolument” applies except in which rule?,Rule 021201,Rule 021206,Rule 021212,Rule 021214,B,Rule 021206,1,"Correct. Under PSR Rule 021205, the term “emolument” includes contract addition where payable, except in Rule 021206."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,17,Chapter2_Section12.xlsx,Chapter2_Section12,18,Chapter 2 Section 12,21205,From what date are increments of emoluments calculated under Rule 021205?,From the first day of the month in which the person engaged takes up appointment,From the last day of the leave year,From the date of retirement,From the date of dismissal,A,From the first day of the month in which the person engaged takes up appointment,1,"Correct. Under PSR Rule 021205(i), increments of emoluments, if any, are calculated from the first day of the month in which the person engaged takes up appointment."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,18,Chapter2_Section12.xlsx,Chapter2_Section12,19,Chapter 2 Section 12,21205,"Under Rule 021205, increments of emoluments shall not be granted unless what has been satisfactory?",Private business income,"Efficiency, conduct and diligence",Annual leave address,Staff Union membership,B,"Efficiency, conduct and diligence",1,"Correct. Under PSR Rule 021205(ii), increments shall not be granted unless the efficiency, conduct and diligence of the person engaged have been satisfactory during the preceding year."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,19,Chapter2_Section12.xlsx,Chapter2_Section12,20,Chapter 2 Section 12,21205,"The satisfactory efficiency, conduct and diligence required for increments under Rule 021205 must relate to what period?",The year preceding the engagement,The first week of appointment,The period after dismissal,Only the retirement month,A,The year preceding the engagement,1,"Correct. Under PSR Rule 021205(ii), increments depend on satisfactory efficiency, conduct and diligence during the year preceding the engagement."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,20,Chapter2_Section12.xlsx,Chapter2_Section12,21,Chapter 2 Section 12,21205,"Under Rule 021205, an increment shall not be withheld except on whose decision or recommendation?",The Permanent Secretary or Head of Extra-Ministerial Office,The Staff Union Chairman,The person engaged personally,A private employer,A,The Permanent Secretary or Head of Extra-Ministerial Office,1,"Correct. Under PSR Rule 021205(ii), an increment shall not be withheld except on the decision or recommendation of the Permanent Secretary or Head of Extra-Ministerial Office."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,21,Chapter2_Section12.xlsx,Chapter2_Section12,22,Chapter 2 Section 12,21206,"Under Rule 021206, when travelling on duty away from duty post, the person engaged is subject to what?",Only his personal travel plan,Such regulations on transport and travelling allowances as Government may decide,Private travel agency rules only,Unlimited travelling allowance,B,Such regulations on transport and travelling allowances as Government may decide,1,"Correct. Under PSR Rule 021206, when travelling on duty away from duty post, the person engaged is subject to Government regulations on transport and travelling allowances."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,22,Chapter2_Section12.xlsx,Chapter2_Section12,23,Chapter 2 Section 12,21206,Rule 021206 deals mainly with which subject?,Travelling allowances,Dismissal,Severance allowance,Further employment,A,Travelling allowances,1,Correct. PSR Rule 021206 deals with transport and travelling allowance provisions when the person engaged travels on duty away from duty post.
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,23,Chapter2_Section12.xlsx,Chapter2_Section12,24,Chapter 2 Section 12,21206,Who decides the applicable regulations on transport and travelling allowances under Rule 021206?,The Government,The Staff Union,The person engaged alone,The family of the person engaged,A,The Government,1,"Correct. Under PSR Rule 021206, the applicable regulations are those the Government may decide."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,24,Chapter2_Section12.xlsx,Chapter2_Section12,25,Chapter 2 Section 12,21207,"Under Rule 021207, Government pays salary due where the person engaged resigns because of what?",Ill-health not caused by his own negligence,Private business loss,Refusal to obey orders,Desire to relocate without approval,A,Ill-health not caused by his own negligence,1,"Correct. Under PSR Rule 021207, where the person engaged is compelled by ill-health not caused by his own negligence to resign, Government pays salary due up to the relevant date."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,25,Chapter2_Section12.xlsx,Chapter2_Section12,26,Chapter 2 Section 12,21207,"Under Rule 021207, who may certify that the person engaged is incapable of rendering further efficient service?",A duly qualified Healthcare Provider employed by the Government,A private friend,A Staff Union official,A market association chairman,A,A duly qualified Healthcare Provider employed by the Government,1,"Correct. Under PSR Rule 021207, incapacity by infirmity of mind or body must be certified by a duly qualified Healthcare Provider employed by the Government."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,26,Chapter2_Section12.xlsx,Chapter2_Section12,27,Chapter 2 Section 12,21207,The incapacity mentioned in Rule 021207 may arise from what?,Infirmity of mind or body,Failure to attend a social event,Refusal to take annual leave,Delay in promotion,A,Infirmity of mind or body,1,"Correct. Under PSR Rule 021207, the relevant incapacity may arise from infirmity of mind or body rendering further efficient service impossible."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,27,Chapter2_Section12.xlsx,Chapter2_Section12,28,Chapter 2 Section 12,21207,"Where Rule 021207 applies, salary is payable up to which date?",The date of such resignation or the date the certificate is issued,The date of first appointment only,The date of interview,The date of union election,A,The date of such resignation or the date the certificate is issued,1,"Correct. Under PSR Rule 021207, Government pays such salary as may be due up to the date of resignation or the date on which the certificate was issued."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,28,Chapter2_Section12.xlsx,Chapter2_Section12,29,Chapter 2 Section 12,21207,Which condition would prevent reliance on ill-health under Rule 021207?,Ill-health caused by the person’s own negligence,Ill-health certified by Government Healthcare Provider,Infirmity of mind or body,Compelled resignation on health grounds,A,Ill-health caused by the person’s own negligence,1,"Correct. Under PSR Rule 021207, the ill-health must not be caused by the person engaged through his own negligence."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,29,Chapter2_Section12.xlsx,Chapter2_Section12,30,Chapter 2 Section 12,21208,"Under Rule 021208, what is conclusive evidence on whether resignation was compelled by ill-health?",A certificate of Medical Fitness duly signed by a qualified Government Healthcare Provider,A private letter from a colleague,A newspaper report,A Staff Union note,A,A certificate of Medical Fitness duly signed by a qualified Government Healthcare Provider,1,"Correct. Under PSR Rule 021208, a certificate of Medical Fitness duly signed by a qualified Healthcare Provider employed by the Government is conclusive evidence on whether resignation was compelled by ill-health."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,30,Chapter2_Section12.xlsx,Chapter2_Section12,31,Chapter 2 Section 12,21208,Who must sign the certificate of Medical Fitness under Rule 021208?,A qualified Healthcare Provider employed by the Government,The person engaged personally,A private business partner,The Staff Union Chairman,A,A qualified Healthcare Provider employed by the Government,1,"Correct. Under PSR Rule 021208, the certificate must be signed by a qualified Healthcare Provider employed by the Government."
16,ch2-s12-p01,12,1,2,PSR Chapter 2 Section 12 - Part 1,Chapter 2 Section 12 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 1 of 2.",2-32,31,31,31,Chapter2_Section12.xlsx,Chapter2_Section12,32,Chapter 2 Section 12,21208,Rule 021208 is used to determine what question?,Whether the person engaged was compelled to resign by reason of ill-health,Whether the person engaged is due for promotion,Whether the person engaged should receive transport allowance,Whether the person engaged may join another business,A,Whether the person engaged was compelled to resign by reason of ill-health,1,"Correct. Under PSR Rule 021208, the certificate is conclusive evidence on whether the person engaged was compelled to resign by reason of ill-health."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,1,Chapter2_Section12.xlsx,Chapter2_Section12,33,Chapter 2 Section 12,21209,"Under Rule 021209, Government may dismiss the person engaged if he does what?",Neglects or refuses to perform duties or comply with any order,Takes approved leave,Receives salary due,Completes his tour satisfactorily,A,Neglects or refuses to perform duties or comply with any order,1,"Correct. Under PSR Rule 021209, Government may dismiss the person engaged if he neglects or refuses to perform duties or comply with any order."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,2,Chapter2_Section12.xlsx,Chapter2_Section12,34,Chapter 2 Section 12,21209,Which exception is recognized under Rule 021209 where the person is unable to perform duties?,Ill-health not caused by his own negligence,Private business pressure,Family request,Desire for promotion,A,Ill-health not caused by his own negligence,1,"Correct. Under PSR Rule 021209, inability to perform duties may be excused only where it is due to ill-health not caused by the person’s own negligence."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,3,Chapter2_Section12.xlsx,Chapter2_Section12,35,Chapter 2 Section 12,21209,"Under Rule 021209, disclosure of Government affairs to whom may lead to dismissal?",An unauthorized person,A Permanent Secretary,An authorized Government officer,A duly authorized superior,A,An unauthorized person,1,"Correct. Under PSR Rule 021209, disclosure of information in respect of Government affairs to any unauthorized person may lead to dismissal."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,4,Chapter2_Section12.xlsx,Chapter2_Section12,36,Chapter 2 Section 12,21209,"Under Rule 021209, what happens to rights and privileges accrued under the agreement upon dismissal?",They cease,They are doubled,They are converted into pension,They are transferred to the Staff Union,A,They cease,1,"Correct. Under PSR Rule 021209, upon dismissal, all rights and privileges accrued to the person engaged by the agreement shall cease."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,5,Chapter2_Section12.xlsx,Chapter2_Section12,37,Chapter 2 Section 12,21209,Which statement best summarises Rule 021209?,"Government may dismiss the person engaged for neglect, refusal of duty, failure to comply with orders, unauthorized disclosure or misconduct, and accrued rights and privileges cease",Government cannot dismiss a non-pensionable appointee,Government may dismiss only after retirement,Accrued rights continue after dismissal,A,"Government may dismiss the person engaged for neglect, refusal of duty, failure to comply with orders, unauthorized disclosure or misconduct, and accrued rights and privileges cease",1,"Correct. PSR Rule 021209 allows dismissal for neglect, refusal of duty, failure to comply with orders, unauthorized disclosure or misconduct, and provides that accrued rights and privileges under the agreement cease upon dismissal."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,6,Chapter2_Section12.xlsx,Chapter2_Section12,38,Chapter 2 Section 12,21210,"Under Rule 021210, Government may terminate the engagement by giving what notice?",Three months’ notice in writing,One week’s verbal notice,One year’s public notice,Six months’ notice by newspaper,A,Three months’ notice in writing,1,"Correct. Under PSR Rule 021210(i), Government may terminate the engagement by giving three months’ notice in writing."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,7,Chapter2_Section12.xlsx,Chapter2_Section12,39,Chapter 2 Section 12,21210,"Instead of giving three months’ notice, what may Government pay under Rule 021210?",One month’s salary in lieu of notice,Six months’ salary as bonus,Severance allowance only,Transport allowance only,A,One month’s salary in lieu of notice,1,"Correct. Under PSR Rule 021210(i), Government may terminate by giving three months’ notice in writing or by paying one month’s salary in lieu of notice."
17,ch2-s12-p02,12,2,2,PSR Chapter 2 Section 12 - Part 2,Chapter 2 Section 12 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 12, Part 2 of 2.",33-62,30,30,8,Chapter2_Section12.xlsx,Chapter2_Section12,40,Chapter 2 Section 12,21210,After what period of service may the person engaged terminate his engagement under Rule 021210?,After expiration of three months of service,After one week of service,Only after thirty-five years,Only after becoming pensionable,A,After expiration of three months of service,1,"Correct. Under PSR Rule 021210(ii), the person engaged may terminate his engagement at any time after the expiration of three months of service."
